Release,Resource,buggyness
1.3.1,lang/java/avro/src/main/java/org/apache/avro/file/Codec.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/reflect/AvroSchema.java,no
1.3.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroValue.java,no
1.3.1,lang/java/tools/src/main/java/org/apache/avro/tool/TrevniMetadataTool.java,no
1.3.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/TaggedInputSplit.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/SchemaCompatibility.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumWriter.java,no
1.3.1,lang/java/tools/src/main/java/org/apache/avro/tool/TrevniCreateRandomTool.java,no
1.3.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherOutputFormat.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/UnknownAvroCodecException.java,no
1.3.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroMultipleOutputs.java,no
1.3.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/reflect/ReflectRequestor.java,no
1.3.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/Stopwatch.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/io/parsing/SkipParser.java,no
1.3.1,lang/java/trevni/core/src/main/java/org/apache/trevni/ColumnValues.java,no
1.3.1,lang/java/tools/src/main/java/org/apache/avro/tool/ConcatTool.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/data/Json.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.java,no
1.3.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/DatagramTransceiver.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/file/XZCodec.java,no
1.3.1,lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyInputFormat.java,no
1.3.1,lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroKeyValue.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/util/NonCopyingByteArrayOutputStream.java,no
1.3.1,lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyValueRecordWriter.java,no
1.3.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/specific/SpecificRequestor.java,no
1.3.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroSerialization.java,no
1.3.1,lang/java/tools/src/main/java/org/apache/avro/tool/RpcReceiveTool.java,no
1.3.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherKeyComparator.java,no
1.3.1,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetheredProcess.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/Conversion.java,no
1.3.1,lang/java/thrift/src/main/java/org/apache/avro/thrift/ThriftData.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/Conversions.java,no
1.3.1,lang/java/compiler/src/main/java/org/apache/avro/compiler/schema/SchemaVisitorAction.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/message/MissingSchemaException.java,no
1.3.1,lang/java/tools/src/main/java/org/apache/avro/tool/Util.java,yes
1.3.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/specific/SpecificResponder.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/generic/GenericFixed.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/ValidateCanRead.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/reflect/AvroMeta.java,no
1.3.1,lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/mapreduce/AvroTrevniRecordReaderBase.java,no
1.3.1,lang/java/grpc/src/main/java/org/apache/avro/grpc/AvroGrpcUtils.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/io/DecoderFactory.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/io/ResolvingDecoder.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/message/BinaryMessageEncoder.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/path/ArrayPositionPredicate.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/util/MapUtil.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectDatumReader.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificRecordBase.java,no
1.3.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/FloatHistogram.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/path/PathPredicate.java,no
1.3.1,lang/java/ipc/src/main/java/org/apache/avro/ipc/DatagramServer.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/path/TracingNullPointException.java,no
1.3.1,lang/java/avro/src/main/java/org/apache/avro/reflect/AvroEncode.java,no
1.3.2,lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/HadoopInput.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/file/BZip2Codec.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopReducer.java,no
1.3.2,lang/java/trevni/core/src/main/java/org/apache/trevni/ColumnFileWriter.java,no
1.3.2,lang/java/archetypes/avro-service-archetype/src/main/resources/archetype-resources/src/main/java/service/SimpleOrderService.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/AvroIgnore.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/TrevniUtil.java,no
1.3.2,doc/examples/mr-example/src/main/java/example/AvroWordCount.java,no
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/Callback.java,no
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/HttpTransceiver.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/EncoderFactory.java,no
1.3.2,lang/java/ipc-netty/src/main/java/org/apache/avro/ipc/netty/NettyServer.java,no
1.3.2,lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/AbstractAvroMojo.java,no
1.3.2,lang/java/trevni/core/src/main/java/org/apache/trevni/SnappyCodec.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/Resolver.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/util/WeakIdentityHashMap.java,no
1.3.2,lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/ProtocolTask.java,no
1.3.2,doc/examples/java-example/src/main/java/example/SpecificMain.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/file/SeekableInput.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/generic/GenericEnumSymbol.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/data/RecordBuilderBase.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificDatumWriter.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherPartitioner.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/BufferedBinaryEncoder.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/FieldAccessUnsafe.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroSequenceFileInputFormat.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/data/ErrorBuilder.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/DataFileGetSchemaTool.java,yes
1.3.2,lang/java/avro/src/main/java/org/apache/avro/file/SeekableFileInput.java,no
1.3.2,lang/java/trevni/core/src/main/java/org/apache/trevni/BZip2Codec.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/SchemaFingerprintTool.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/SequenceFileInputFormat.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/DatumWriter.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/DelegatingInputFormat.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/SchemaValidationException.java,no
1.3.2,lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/mapreduce/AvroTrevniKeyRecordReader.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroSequenceFile.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/message/RawMessageDecoder.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/Schema.java,no
1.3.2,lang/java/protobuf/src/main/java/org/apache/avro/protobuf/ProtobufDatumWriter.java,no
1.3.2,lang/java/trevni/core/src/main/java/org/apache/trevni/ValueType.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/util/SchemaUtil.java,no
1.3.2,lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/SchemaTask.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/JsonDecoder.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.java,no
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/generic/GenericRequestor.java,no
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/IntegerHistogram.java,no
1.3.2,lang/java/trevni/core/src/main/java/org/apache/trevni/BlockDescriptor.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroKeyComparator.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/util/ByteBufferOutputStream.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyValueInputFormat.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificRecordBuilderBase.java,no
1.3.2,lang/java/ipc-jetty/src/main/java/org/apache/avro/ipc/jetty/StatsServer.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/FromTextTool.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroSerialization.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/UnresolvedUnionException.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroDeserializer.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherMapRunner.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/file/Syncable.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/AvroDefault.java,no
1.3.2,doc/examples/mr-example/src/main/java/example/MapReduceAvroWordCount.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/FastReaderBuilder.java,no
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/RPCPlugin.java,no
1.3.2,doc/examples/mr-example/src/main/java/example/GenerateData.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/TrevniToJsonTool.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/file/DataFileReader12.java,no
1.3.2,lang/java/compiler/src/main/java/org/apache/avro/compiler/idl/ResolvingVisitor.java,no
1.3.2,lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/InduceMojo.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/AvroAliases.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/Nullable.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/SchemaParseException.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapreduce/Syncable.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/util/internal/ClassValueCache.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/FieldAccessor.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/Stringable.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/DataFileWriteTool.java,yes
1.3.2,lang/java/avro/src/main/java/org/apache/avro/file/CodecFactory.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/parsing/Parser.java,no
1.3.2,doc/examples/java-example/src/main/java/example/GenericMain.java,no
1.3.2,lang/java/compiler/src/main/java/org/apache/avro/compiler/schema/SchemaVisitor.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroMultipleInputs.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroOutputFormatBase.java,no
1.3.2,lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/mapreduce/AvroTrevniKeyOutputFormat.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherReducer.java,no
1.3.2,lang/java/trevni/core/src/main/java/org/apache/trevni/Input.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/RpcSendTool.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/message/MessageDecoder.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyValueRecordReader.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,no
1.3.2,lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/AvroColumnWriter.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/BinaryEncoder.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/DataFileRepairTool.java,no
1.3.2,lang/java/trevni/core/src/main/java/org/apache/trevni/NullChecksum.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/BinaryDecoder.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/generic/GenericRecord.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroKeyDeserializer.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumReader.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroDatumConverter.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/AvroAlias.java,no
1.3.2,lang/java/compiler/src/main/java/org/apache/avro/compiler/idl/DocCommentHelper.java,no
1.3.2,doc/examples/mr-example/src/main/java/example/MapReduceColorCount.java,no
1.3.2,lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/ProtocolMojo.java,no
1.3.2,lang/java/trevni/core/src/main/java/org/apache/trevni/MetaData.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/AvroTypeException.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/RecodecTool.java,yes
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroTextOutputFormat.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectDatumWriter.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/path/PositionalPathPredicate.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/path/UnionTypePredicate.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/InvalidNumberEncodingException.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherOutputService.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/RecordCountTool.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/SchemaNormalization.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/MapCollector.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/SchemaBuilderException.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroCollector.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/file/NullCodec.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/ValidatingEncoder.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/JsonProperties.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/DirectBinaryEncoder.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroOutputFormat.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/hadoop/file/SortedKeyValueFile.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyRecordWriter.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/generic/GenericArray.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificRecord.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroValueDeserializer.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/file/DataFileReader.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/specific/ExternalizableOutput.java,no
1.3.2,lang/java/ipc-netty/src/main/java/org/apache/avro/ipc/netty/NettyTransceiver.java,no
1.3.2,lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/AvroTrevniInputFormat.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/file/FileReader.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/path/MapKeyPredicate.java,no
1.3.2,lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/AvroTrevniOutputFormat.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroWrapper.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/Pair.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroDatumConverterFactory.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/FsInput.java,no
1.3.2,lang/java/archetypes/avro-service-archetype/src/main/resources/archetype-resources/src/main/java/transport/SimpleOrderServiceClient.java,no
1.3.2,lang/java/grpc/src/main/java/org/apache/avro/grpc/AvroRequestMarshaller.java,no
1.3.2,lang/java/ipc-jetty/src/main/java/org/apache/avro/ipc/jetty/HttpServer.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroMultipleOutputs.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroKey.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/FieldAccessReflect.java,no
1.3.2,lang/java/grpc/src/main/java/org/apache/avro/grpc/AvroGrpcServer.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/util/ReusableByteBufferInputStream.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/DateAsLongEncoding.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/parsing/Symbol.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java,no
1.3.2,doc/examples/mr-example/src/main/java/example/MapredColorCount.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/Union.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/Encoder.java,no
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/LocalTransceiver.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/JsonToBinaryFragmentTool.java,yes
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/generic/GenericResponder.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/ValidateMutualRead.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/file/ZstandardLoader.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificData.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapreduce/CombineAvroKeyValueFileInputFormat.java,no
1.3.2,lang/java/grpc/src/main/java/org/apache/avro/grpc/AvroResponseMarshaller.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/MapEntry.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/SchemaValidationStrategy.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/hadoop/io/AvroSerializer.java,no
1.3.2,lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/mapreduce/AvroTrevniKeyRecordWriter.java,no
1.3.2,lang/java/trevni/core/src/main/java/org/apache/trevni/InputBuffer.java,no
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/CallFuture.java,no
1.3.2,lang/java/android/src/main/java/org/apache/avro/util/internal/ClassValueCache.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/FieldAccess.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyValueOutputFormat.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/DatumReader.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/BlockingBinaryEncoder.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/LogicalType.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/AvroRuntimeException.java,no
1.3.2,lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/SchemaMojo.java,no
1.3.2,lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/AvroColumnReader.java,no
1.3.2,lang/java/ipc-netty/src/main/java/org/apache/avro/ipc/netty/NettyTransportCodec.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/hadoop/file/HadoopCodecFactory.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/generic/GenericContainer.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/util/RandomData.java,no
1.3.2,lang/java/trevni/core/src/main/java/org/apache/trevni/TrevniRuntimeException.java,no
1.3.2,lang/java/protobuf/src/main/java/org/apache/avro/protobuf/ProtobufDatumReader.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/util/MapEntry.java,no
1.3.2,lang/java/compiler/src/main/java/org/apache/avro/compiler/schema/CloningVisitor.java,no
1.3.2,lang/java/perf/src/main/java/org/apache/avro/perf/Perf.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/Tool.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/util/ClassUtils.java,no
1.3.2,lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/mapreduce/AvroTrevniKeyValueOutputFormat.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/path/LocationStep.java,no
1.3.2,lang/java/compiler/src/main/java/org/apache/avro/compiler/idl/SchemaResolver.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherJob.java,no
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/StatsPlugin.java,no
1.3.2,lang/java/thrift/src/main/java/org/apache/avro/thrift/ThriftDatumWriter.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/message/BinaryMessageDecoder.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroAsTextRecordReader.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/TetherTool.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/generic/IndexedRecord.java,no
1.3.2,lang/java/trevni/core/src/main/java/org/apache/trevni/ArrayColumnOutputBuffer.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/AvroRemoteException.java,no
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/SaslSocketServer.java,no
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/Transceiver.java,no
1.3.2,lang/java/trevni/core/src/main/java/org/apache/trevni/ColumnFileReader.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificErrorBuilderBase.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/path/TracingClassCastException.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/data/RecordBuilder.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopCombiner.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroMapper.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/InvalidAvroMagicException.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/SpecificCompilerTool.java,no
1.3.2,lang/java/trevni/avro/src/main/java/org/apache/trevni/avro/mapreduce/AvroTrevniRecordWriterBase.java,no
1.3.2,lang/java/trevni/core/src/main/java/org/apache/trevni/ColumnDescriptor.java,no
1.3.2,lang/java/trevni/core/src/main/java/org/apache/trevni/ColumnFileMetaData.java,no
1.3.2,lang/java/thrift/src/main/java/org/apache/avro/thrift/ThriftDatumReader.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/SequenceFileRecordReader.java,no
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/Ipc.java,no
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/StatsServlet.java,no
1.3.2,lang/java/trevni/core/src/main/java/org/apache/trevni/InputBytes.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/util/internal/ThreadLocalWithInitial.java,no
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/Server.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/path/PathElement.java,no
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/reflect/ReflectResponder.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/JsonEncoder.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/Main.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroRecordReaderBase.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/util/internal/JacksonUtils.java,no
1.3.2,lang/java/trevni/core/src/main/java/org/apache/trevni/Checksum.java,no
1.3.2,lang/java/protobuf/src/main/java/org/apache/avro/protobuf/ProtoConversions.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/DelegatingMapper.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/CustomEncoding.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/ToTrevniTool.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/CreateRandomFileTool.java,no
1.3.2,lang/java/grpc/src/main/java/org/apache/avro/grpc/ServiceDescriptor.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/SchemaNormalizationTool.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificDatumReader.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/util/Utf8.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/message/RawMessageEncoder.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/ValidateAll.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/util/ReusableByteArrayInputStream.java,no
1.3.2,lang/java/compiler/src/main/java/org/apache/avro/compiler/idl/IsResolvedSchemaVisitor.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/AvroMissingFieldException.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/CatTool.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/Protocol.java,no
1.3.2,lang/java/trevni/core/src/main/java/org/apache/trevni/NullCodec.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectionUtil.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/data/TimeConversions.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/ParsingDecoder.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificFixed.java,no
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/Requestor.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/file/DataFileConstants.java,no
1.3.2,lang/java/avro/src/main/java/org/apache/avro/specific/AvroGenerated.java,no
1.3.2,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherRecordReader.java,no
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/ToTextTool.java,yes
